Precision,Recall,F1-score,True Positives,False Positives,False Negatives,AP,RR
0.014962593516209476,0.35294117647058826,0.028708133971291863,6,394,11,0.02112794269159858,0.023809523809523808
0.07481296758104738,0.36585365853658536,0.12422360248447205,30,370,52,0.15073749270561665,0.5
0.08229426433915212,0.42857142857142855,0.13807531380753135,33,367,44,0.1484019445672585,1.0
0.05236907730673317,0.4883720930232558,0.0945945945945946,21,379,22,0.15566695272263292,1.0
0.04987531172069826,0.5882352941176471,0.09195402298850575,20,380,14,0.14878697691313852,1.0
0.034912718204488775,0.5,0.06526806526806525,14,386,14,0.06325958498108204,0.0625
0.0798004987531172,0.5161290322580645,0.13822894168466524,32,368,30,0.12661729393092452,0.5
0.03740648379052369,0.46875,0.06928406466512703,15,385,17,0.13272208470651065,1.0
0.00997506234413965,0.25,0.019184652278177457,4,396,12,0.14195519642622523,0.5
0.029925187032418952,0.3870967741935484,0.055555555555555546,12,388,19,0.02740919893366421,0.023809523809523808
0.05236907730673317,0.44680851063829785,0.09375,21,379,26,0.10441228488468343,1.0
0.034912718204488775,0.3684210526315789,0.06378132118451024,14,386,24,0.07744204030555875,0.5
0.0199501246882793,0.5714285714285714,0.03855421686746988,8,392,6,0.16329233652743896,1.0
0.014962593516209476,0.35294117647058826,0.028708133971291863,6,394,11,0.027659794683864505,0.023809523809523808
0.02493765586034913,0.35714285714285715,0.046620046620046623,10,390,18,0.14374384794102898,1.0
0.2593516209476309,0.34210526315789475,0.2950354609929078,104,296,200,0.3109657795754298,1.0
0.10224438902743142,0.37962962962962965,0.16110019646365423,41,359,67,0.18628239680277475,0.5
0.02493765586034913,0.5555555555555556,0.0477326968973747,10,390,8,0.038681586052392816,0.0625
0.06733167082294264,0.627906976744186,0.12162162162162161,27,373,16,0.14606362393222685,1.0
0.012468827930174564,0.5555555555555556,0.024390243902439025,5,395,4,0.036161616161616165,0.1
0.012468827930174564,0.4166666666666667,0.024213075060532687,5,395,7,0.06882289048955717,0.1
0.012468827930174564,0.45454545454545453,0.024271844660194178,5,395,6,0.01708829916838816,0.015151515151515152
0.02493765586034913,0.6666666666666666,0.04807692307692308,10,390,5,0.03528531117694405,0.07692307692307693
0.004987531172069825,0.4,0.009852216748768471,2,398,3,0.004415584415584416,0.0036363636363636364
0.007481296758104738,0.2727272727272727,0.014563106796116505,3,397,8,0.025515433725765826,0.023809523809523808
